time,sentiment_score,Tweet Volume,Weighted Sentiment,Volume XTZ,open XTZ
8/1/2020 15:00,-0.053128307,367,-19.49808867,381232.55,2.897766667
8/1/2020 18:00,-0.071521681,374,-26.74910869,1372912.18,3.001166667
8/1/2020 21:00,-0.036190332,594,-21.49705721,828429.32,3.037366667
8/2/2020 0:00,-0.058286778,217,-12.64823083,655837.65,3.0717
8/2/2020 3:00,-0.017619048,149,-2.625238152,1994297.19,3.005666667
8/2/2020 6:00,-0.042993197,115,-4.944217655,895983.47,2.865966667
8/2/2020 9:00,-0.065406977,95,-6.213662815,730126.27,3.003233333
8/2/2020 12:00,-0.095505618,236,-22.53932585,645322.24,2.8769
8/2/2020 15:00,-0.158055556,314,-49.62944458,533894.39,2.917033333
8/2/2020 18:00,-0.038996503,372,-14.50669912,515127.11,2.9382
8/2/2020 21:00,-0.190549876,522,-99.46703527,482951.62,2.908433333
8/3/2020 0:00,-0.023929236,231,-5.527653516,452842.06,2.901166667
8/3/2020 3:00,0.021696252,116,2.516765232,637014.58,2.932633333
8/3/2020 6:00,0.007113821,82,0.583333322,1189313.02,3.0006
8/3/2020 9:00,-0.015918367,118,-1.878367306,234078.62,2.9854
8/3/2020 12:00,-0.058875661,399,-23.49138874,631256.28,3.042133333
8/3/2020 15:00,0.003921958,459,1.800178722,741181.33,3.040766667
8/3/2020 18:00,-0.024669312,425,-10.4844576,418807.16,3.042733333
8/3/2020 21:00,-0.019141479,569,-10.89150155,438394.79,3.0141
8/4/2020 0:00,-0.027212806,216,-5.877966096,1859206.67,3.119133333
8/4/2020 3:00,-0.040731773,188,-7.657573324,639014.28,3.127633333
8/4/2020 6:00,-0.05165692,128,-6.61208576,1213077.77,3.170733333
8/4/2020 9:00,0.001461988,175,0.2558479,1155771.47,3.258933333
8/4/2020 12:00,-0.058705773,322,-18.90325891,855748.63,3.1962
8/4/2020 15:00,-0.079351852,427,-33.8832408,669945.2,3.2386
8/4/2020 18:00,0.018549383,381,7.067314923,493787.04,3.228366667
8/4/2020 21:00,0.016777652,501,8.405603652,551978.31,3.232833333
8/5/2020 0:00,0.010893855,250,2.72346375,685283.73,3.212633333
8/5/2020 3:00,0.019087523,117,2.233240191,349433.92,3.175
8/5/2020 6:00,-0.03382643,103,-3.48412229,231436.9,3.1805
8/5/2020 9:00,-0.023668639,113,-2.674556207,213378.11,3.1945
8/5/2020 12:00,-0.088826816,312,-27.71396659,350892.98,3.217766667
8/5/2020 15:00,-0.009577616,377,-3.610761232,309629.94,3.1755
8/5/2020 18:00,-0.041375661,362,-14.97798928,257226.97,3.186633333
8/5/2020 21:00,-0.056031759,1244,-69.7035082,612735.66,3.1677
8/6/2020 0:00,-0.057364341,240,-13.76744184,462973.18,3.154033333
8/6/2020 3:00,-0.030074488,214,-6.435940432,258879.88,3.162433333
8/6/2020 6:00,-0.103578154,117,-12.11864402,66550.11,3.151633333
8/6/2020 9:00,-0.115238095,212,-24.43047614,100541.82,3.1404
8/6/2020 12:00,-0.083580247,397,-33.18135806,598564.3,3.211133333
8/6/2020 15:00,-0.007328042,420,-3.07777764,1133003.23,3.2905
8/6/2020 18:00,-0.066124339,403,-26.64810862,674886.5,3.334366667
8/6/2020 21:00,-0.000781965,477,-0.372997305,807626.07,3.246333333
8/7/2020 0:00,-0.049812734,278,-13.84794005,471955.03,3.2509
8/7/2020 3:00,-0.022727273,138,-3.136363674,264404.62,3.215333333
8/7/2020 6:00,-0.065992293,97,-6.401252421,140901.65,3.207066667
8/7/2020 9:00,-0.097537879,167,-16.28882579,140989.05,3.2382
8/7/2020 12:00,-0.101489758,231,-23.4441341,454970.53,3.216033333
8/7/2020 15:00,-0.100248815,426,-42.70599519,1516436.73,3.137033333
8/7/2020 18:00,-0.036578877,406,-14.85102406,843298.64,3.0721
8/7/2020 21:00,-0.087743224,513,-45.01227391,317773.52,3.104866667
8/8/2020 0:00,0.016017316,301,4.821212116,367384.18,3.092866667
8/8/2020 3:00,-0.015693698,198,-3.107352204,265801.97,3.1039
8/8/2020 6:00,0.021904762,156,3.417142872,76991.77,3.123866667
8/8/2020 9:00,-0.044252874,179,-7.921264446,193233.06,3.123833333
8/8/2020 12:00,-0.026388889,294,-7.758333366,282075.08,3.15
8/8/2020 15:00,-0.098895503,463,-45.78861789,1206664.28,3.214166667
8/8/2020 18:00,0.008634373,355,3.065202415,1616509.85,3.310166667
8/8/2020 21:00,-0.068112323,1355,-92.29219767,1113899.97,3.420566667
8/9/2020 0:00,-0.00735568,181,-1.33137808,603487.63,3.3568
8/9/2020 3:00,-0.036723164,139,-5.104519796,396176.65,3.367066667
8/9/2020 6:00,-0.073217726,91,-6.662813066,515313.4,3.397966667
8/9/2020 9:00,0.038155431,170,6.48642327,622279.49,3.518666667
8/9/2020 12:00,-0.070555556,246,-17.35666678,637123.78,3.471866667
8/9/2020 15:00,-0.122093642,326,-39.80252729,1580046.69,3.496
