time,sentiment_score,Tweet Volume,Weighted Sentiment,Volume LINK,open LINK
7/1/2019 18:00,-0.156619179,5816,-910.8971451,2293878.41,3.449963333
7/1/2019 21:00,-0.069841997,4711,-329.0256479,2799475.14,3.614093333
7/2/2019 0:00,-0.129833486,3680,-477.7872285,1697914.87,3.57073
7/2/2019 3:00,-0.112384088,3873,-435.2635728,1627666.69,3.395126667
7/2/2019 6:00,-0.173137741,4760,-824.1356472,621252.32,3.360076667
7/2/2019 9:00,-0.15120632,4974,-752.1002357,1160501.54,3.550136667
7/2/2019 12:00,-0.123869248,6093,-754.7353281,2411355.53,3.644593333
7/2/2019 15:00,-0.104866396,7072,-741.6151525,1950809.92,3.862623333
7/2/2019 18:00,-0.0886021,6055,-536.4857155,1211184.92,3.69051
7/2/2019 21:00,-0.124650698,4897,-610.4144681,662309.28,3.69096
7/3/2019 0:00,-0.121699908,4784,-582.2123599,1450634.51,3.705663333
7/3/2019 3:00,-0.140171499,4062,-569.3766289,824969.51,3.729116667
7/3/2019 6:00,-0.163143675,4891,-797.9357144,317199.22,3.756263333
7/3/2019 9:00,-0.185221325,5260,-974.2641695,271021.47,3.734533333
7/3/2019 12:00,-0.13331179,6365,-848.5295434,603766.31,3.671826667
7/3/2019 15:00,-0.106832899,6613,-706.4859611,590715.79,3.651746667
7/3/2019 18:00,-0.126408726,5726,-723.8163651,372260.48,3.656606667
7/3/2019 21:00,-0.094615874,5235,-495.3141004,1335263.29,3.619916667
7/4/2019 0:00,-0.142231412,4084,-580.8730866,488673.89,3.542413333
7/4/2019 3:00,-0.123805141,3844,-475.906962,534261.22,3.48524
7/4/2019 6:00,-0.133804243,4616,-617.6403857,899773.25,3.392653333
7/4/2019 9:00,-0.115097888,4739,-545.4488912,373594,3.54183
