time,sentiment_score,Tweet Volume,Weighted Sentiment,Volume MKR,open MKR
6/16/2020 9:00,-0.038825758,101,-3.921401558,2680.199566,576.3732667
6/16/2020 12:00,-0.011545624,268,-3.094227232,4173.163594,574.0830667
6/16/2020 15:00,-0.082029795,333,-27.31592174,2349.516214,551.0846667
6/16/2020 18:00,-0.038888889,280,-10.88888892,2197.044343,537.5214333
6/16/2020 21:00,-0.107406401,616,-66.16234302,795.883964,544.9219333
6/17/2020 0:00,-0.08624031,124,-10.69379844,858.395478,539.6735667
6/17/2020 3:00,-0.057992203,76,-4.407407428,1999.351448,539.4079333
6/17/2020 6:00,-0.038235294,52,-1.988235288,1417.98273,562.5333333
6/17/2020 9:00,0.001972387,73,0.143984251,588.341794,551.4586333
6/17/2020 12:00,-0.064907407,271,-17.5899073,890.477797,548.9426333
6/17/2020 15:00,0.02037037,323,6.57962951,706.548414,544.0222
6/17/2020 18:00,-0.107867784,269,-29.0164339,1319.818219,539.6420333
6/17/2020 21:00,-0.056039705,429,-24.04103345,653.036081,538.993
6/18/2020 0:00,-0.009422348,190,-1.79024612,369.014384,539.1668333
6/18/2020 3:00,-0.035928144,121,-4.347305424,456.900082,536.1354
6/18/2020 6:00,-0.01416122,57,-0.80718954,187.74867,539.4935667
6/18/2020 9:00,-0.031565657,121,-3.819444497,188.766823,539.9374
6/18/2020 12:00,-0.030555556,350,-10.6944446,351.794269,536.862
6/18/2020 15:00,-0.11405959,241,-27.48836119,672.305833,530.262
6/18/2020 18:00,-0.01443203,319,-4.60381757,674.792454,527.7967333
6/18/2020 21:00,-0.048486147,420,-20.36418174,1146.406087,520.9851
6/19/2020 0:00,-0.016858238,163,-2.747892794,599.430402,526.5249667
6/19/2020 3:00,0.003898635,92,0.35867442,520.724016,520.1912667
6/19/2020 6:00,-0.068181818,43,-2.931818174,181.814926,517.7969667
6/19/2020 9:00,-0.047206166,97,-4.578998102,784.873463,514.6827667
6/19/2020 12:00,-0.045951036,183,-8.409039588,623.205929,521.9022
6/19/2020 15:00,-0.100761905,223,-22.46990482,547.581663,523.8108
6/19/2020 18:00,0.025525406,280,7.14711368,466.225736,517.8576333
6/19/2020 21:00,-0.023421278,468,-10.9611581,295.492416,517.5041667
6/20/2020 0:00,-0.076627219,175,-13.40976333,835.993336,513.4038
6/20/2020 3:00,-0.025690335,137,-3.519575895,374.306232,514.0223
6/20/2020 6:00,-0.031847134,50,-1.5923567,195.034621,517.0973667
6/20/2020 9:00,-0.022157996,66,-1.462427736,205.552675,521.4384667
6/20/2020 12:00,-0.031609195,201,-6.353448195,182.284013,517.7266333
6/20/2020 15:00,-0.007490637,217,-1.625468229,144.061676,512.2089
6/20/2020 18:00,0.015725047,219,3.443785293,141.333675,512.6858
6/20/2020 21:00,-0.050493026,344,-17.36960094,185.59649,518.3205333
6/21/2020 0:00,-0.074732477,217,-16.21694751,330.155679,519.1277
6/21/2020 3:00,-0.048417132,141,-6.826815612,201.529587,514.9525667
6/21/2020 6:00,-0.012048193,51,-0.614457843,83.841802,519.4568333
6/21/2020 9:00,-0.029317269,82,-2.404016058,47.823927,519.0660667
6/21/2020 12:00,0.01004902,161,1.61789222,99.556003,519.6449667
6/21/2020 15:00,0.029351852,197,5.782314844,289.125024,519.5071
6/21/2020 18:00,-0.021972789,196,-4.306666644,304.611252,516.4136333
6/21/2020 21:00,-0.089005245,1155,-102.801058,271.769171,512.3881
6/22/2020 0:00,-0.105333333,197,-20.7506666,380.64357,510.1748667
6/22/2020 3:00,-0.046816479,136,-6.367041144,521.946568,512.9158
6/22/2020 6:00,0.009036145,53,0.478915685,934.893673,505.8881
6/22/2020 9:00,0.01047619,57,0.59714283,514.499826,502.6425333
6/22/2020 12:00,-0.080820106,290,-23.43783074,542.584272,505.1452
6/22/2020 15:00,-0.028240741,439,-12.3976853,759.226182,506.5991333
6/22/2020 18:00,-0.109953704,337,-37.05439825,367.208636,512.8487667
6/22/2020 21:00,-0.02080603,317,-6.59551151,1087.771833,516.3681
6/23/2020 0:00,-0.098022599,193,-18.91836161,407.325266,518.2844
6/23/2020 3:00,0.038302277,104,3.983436808,139.067079,512.3133333
6/23/2020 6:00,-0.034803922,88,-3.062745136,125.992822,513.4403333
6/23/2020 9:00,-0.103351955,126,-13.02234633,568.379278,507.3440667
6/23/2020 12:00,-0.027932961,167,-4.664804487,786.05537,508.5946667
6/23/2020 15:00,-0.017037037,270,-4.59999999,1477.81546,503.1953
6/23/2020 18:00,-0.032337907,232,-7.502394424,583.135509,500.155
6/23/2020 21:00,-0.081918881,653,-53.49302929,504.185919,502.7837
6/24/2020 0:00,0.023743017,182,4.321229094,245.339968,502.0901333
6/24/2020 3:00,-0.008188825,64,-0.5240848,289.186659,502.1507667
6/24/2020 6:00,-0.052447552,37,-1.940559424,402.671121,500.5097333
6/24/2020 9:00,0.02165725,103,2.23069675,311.510741,494.0737667
6/24/2020 12:00,0.023148148,242,5.601851816,501.536225,489.6566667
6/24/2020 15:00,0.023425926,226,5.294259276,805.615014,476.1025333
6/24/2020 18:00,-0.030092593,232,-6.981481576,532.382274,485.1381667
6/24/2020 21:00,-0.09634494,474,-45.66750156,271.741548,485.9795333
6/25/2020 0:00,-0.111360544,256,-28.50829926,208.447208,480.0620667
6/25/2020 3:00,-0.003382035,123,-0.415990305,679.057925,472.2446333
6/25/2020 6:00,-0.021604938,63,-1.361111094,286.618295,472.7359333
6/25/2020 9:00,0.031073446,124,3.853107304,65.61713,478.0973
6/25/2020 12:00,-0.112569832,252,-28.36759766,404.858253,470.5938667
6/25/2020 15:00,-0.063202247,222,-14.03089883,349.142119,472.4326667
6/25/2020 18:00,-0.069459963,235,-16.32309131,917.011761,469.8075333
6/25/2020 21:00,0.03566213,402,14.33617626,615.839612,465.2541333
6/26/2020 0:00,-0.060597303,181,-10.96811184,343.696368,465.2952667
6/26/2020 3:00,0,74,0,369.237414,465.5012667
6/26/2020 6:00,-0.018640351,63,-1.174342113,291.40264,465.0471667
6/26/2020 9:00,-0.076231061,132,-10.06250005,344.440542,461.2911333
6/26/2020 12:00,-0.061487759,254,-15.61789079,397.328835,459.6173667
6/26/2020 15:00,-0.054259259,279,-15.13833326,414.266738,455.666
6/26/2020 18:00,0.009590317,254,2.435940518,351.518406,459.2701333
6/26/2020 21:00,-0.043468117,1147,-49.8579302,160.407567,459.2176333
6/27/2020 0:00,-0.132391714,206,-27.27269308,237.819308,453.6149667
6/27/2020 3:00,0.074181118,105,7.78901739,97.158747,453.4371667
6/27/2020 6:00,-0.037832311,54,-2.042944794,340.577776,454.7423333
6/27/2020 9:00,-0.043699187,96,-4.195121952,153.079668,463.0270667
6/27/2020 12:00,-0.157422187,198,-31.16959303,703.27567,461.3389667
6/27/2020 15:00,-0.114138577,188,-21.45805248,1317.305253,468.1619667
6/27/2020 18:00,-0.074438202,216,-16.07865163,1365.080694,451.8982667
6/27/2020 21:00,-0.165575406,837,-138.5866148,595.703982,439.1455333
6/28/2020 0:00,-0.078831418,153,-12.06120695,401.144587,435.6346
6/28/2020 3:00,-0.123563218,121,-14.95114938,78.048538,436.5982667
6/28/2020 6:00,-0.064761905,69,-4.468571445,93.52877,437.574
6/28/2020 9:00,-0.103603604,61,-6.319819844,187.130893,442.1763333
6/28/2020 12:00,-0.101799242,148,-15.06628782,286.601401,452.7367
6/28/2020 15:00,-0.030260708,274,-8.291433992,188.036067,451.9799333
6/28/2020 18:00,-0.02282197,272,-6.20757584,97.843923,449.7618667
6/28/2020 21:00,-0.07940563,724,-57.48967612,156.939397,448.9819667
6/29/2020 0:00,-0.22088015,246,-54.3365169,43.684511,449.0082333
6/29/2020 3:00,-0.113731061,126,-14.33011369,100.936193,448.5031667
6/29/2020 6:00,-0.016569201,67,-1.110136467,64.845777,448.8079333
6/29/2020 9:00,-0.058908046,82,-4.830459772,126.041691,450.9873
6/29/2020 12:00,-0.085195531,190,-16.18715089,244.612269,448.4614667
6/29/2020 15:00,0.022003745,198,4.35674151,228.671075,444.1510333
6/29/2020 18:00,-0.026163873,207,-5.415921711,193.808793,451.3631333
6/29/2020 21:00,-0.148140466,1187,-175.8427331,199.183512,454.3204
6/30/2020 0:00,-0.073091248,155,-11.32914344,153.875672,451.8804333
6/30/2020 3:00,-0.022151899,84,-1.860759516,216.194001,459.7214667
6/30/2020 6:00,-0.029977051,92,-2.757888692,185.843965,449.8206667
6/30/2020 9:00,-0.103592814,147,-15.22814366,76.556051,447.3249
6/30/2020 12:00,-0.03026787,225,-6.81027075,257.615992,443.8971333
6/30/2020 15:00,0.035758422,255,9.11839761,470.781011,452.563
6/30/2020 18:00,-0.101238095,244,-24.70209518,198.694278,451.2354667
6/30/2020 21:00,0.050788071,766,38.90366239,196.909462,453.8739667
7/1/2020 0:00,0.006155303,159,0.978693177,157.367247,455.6064667
7/1/2020 3:00,-0.062883436,89,-5.596625804,59.53566,453.6086667
7/1/2020 6:00,-0.024482109,88,-2.154425592,34.927877,451.2818
7/1/2020 9:00,-0.069456185,94,-6.52888139,52.018999,453.6063
7/1/2020 12:00,-0.081723485,226,-18.46950761,202.853751,450.8113
7/1/2020 15:00,0.017318436,240,4.15642464,214.037739,448.6392333
7/1/2020 18:00,0.10130585,336,34.0387656,229.903583,447.8369333
7/1/2020 21:00,-0.051296256,573,-29.39275469,174.739735,449.0841333
7/2/2020 0:00,-0.018156425,235,-4.266759875,424.985963,451.5210333
7/2/2020 3:00,-0.020643939,174,-3.592045386,726.431547,447.9048333
7/2/2020 6:00,-0.086060606,73,-6.282424238,163.749589,444.8646333
7/2/2020 9:00,-0.008382066,101,-0.846588666,188.103336,442.6560333
7/2/2020 12:00,-0.039292365,256,-10.05884544,239.537176,443.3720667
7/2/2020 15:00,0.013527534,275,3.72007185,363.733975,437.5876667
7/2/2020 18:00,-0.084082397,256,-21.52509363,167.274359,433.4744
7/2/2020 21:00,-0.085687628,1079,-92.45695061,258.628712,435.7507333
7/3/2020 0:00,-0.089419476,158,-14.12827721,371.185122,437.0770333
7/3/2020 3:00,-0.015740741,98,-1.542592618,208.021368,442.5845
7/3/2020 6:00,0.045808967,80,3.66471736,129.680725,443.7754
7/3/2020 9:00,-0.068137255,138,-9.40294119,248.264379,441.5726333
7/3/2020 12:00,0.011299435,186,2.10169491,622.978609,440.0234
7/3/2020 15:00,-0.097928437,163,-15.96233523,362.265591,441.6821333
7/3/2020 18:00,-0.070092593,218,-15.28018527,215.166693,446.3466
7/3/2020 21:00,-0.095390628,467,-44.54742328,207.65867,446.3821
7/4/2020 0:00,-0.047758285,104,-4.96686164,437.406882,447.2206
7/4/2020 3:00,-0.017045455,174,-2.96590917,529.243587,460.7587333
7/4/2020 6:00,-0.080508475,145,-11.67372888,178.346561,461.0198333
7/4/2020 9:00,-0.01754386,66,-1.15789476,316.894074,469.6977333
7/4/2020 12:00,-0.018347601,174,-3.192482574,1132.459264,472.4463667
7/4/2020 15:00,-0.034814815,229,-7.972592635,1528.140933,481.0472333
7/4/2020 18:00,-0.082843137,237,-19.63382347,1155.641451,479.9145333
7/4/2020 21:00,-0.006125727,593,-3.632556111,1628.90934,494.4729333
7/5/2020 0:00,-0.028901734,175,-5.05780345,737.914742,483.1054667
7/5/2020 3:00,0.014534884,127,1.845930268,716.038877,479.6641
7/5/2020 6:00,-0.060215054,70,-4.21505378,658.385487,468.8783667
7/5/2020 9:00,-0.007843137,51,-0.399999987,795.19227,462.3188
7/5/2020 12:00,-0.006308851,134,-0.845386034,422.56225,460.2703667
7/5/2020 15:00,-0.070224719,191,-13.41292133,273.973386,460.6529667
7/5/2020 18:00,-0.061625874,204,-12.5716783,410.274842,461.2746667
7/5/2020 21:00,0.015579524,691,10.76545108,302.576999,463.2902
7/6/2020 0:00,0.005649718,158,0.892655444,209.465852,465.4648
7/6/2020 3:00,-0.082386364,116,-9.556818224,75.766413,463.5231333
7/6/2020 6:00,0.023373984,60,1.40243904,129.535547,463.2630333
7/6/2020 9:00,0.004310345,105,0.452586225,343.592884,469.0844667
7/6/2020 12:00,-0.006145251,192,-1.179888192,370.574833,474.2423
7/6/2020 15:00,0.043195346,242,10.45327373,459.000527,483.6562
7/6/2020 18:00,-0.072632275,276,-20.0465079,810.01779,477.9812333
7/6/2020 21:00,0.023642776,340,8.03854384,561.103976,465.5661333
7/7/2020 0:00,-0.072727273,187,-13.60000005,212.341639,468.2585
7/7/2020 3:00,-0.074906367,112,-8.389513104,246.936532,466.6220667
7/7/2020 6:00,-0.034482759,85,-2.931034515,86.409941,464.9755667
7/7/2020 9:00,-0.043582375,89,-3.878831375,60.834564,464.7971667
7/7/2020 12:00,-0.050093633,286,-14.32677904,146.152625,466.2958
7/7/2020 15:00,0.056304868,317,17.84864316,484.672935,467.0631333
7/7/2020 18:00,0.008465608,306,2.590476048,474.024155,457.0211
7/7/2020 21:00,-0.105334983,329,-34.65520941,233.252842,457.3023333
7/8/2020 0:00,0.048371648,219,10.59339091,320.553338,458.7302
7/8/2020 3:00,0.011176471,116,1.296470636,476.163898,457.0067
7/8/2020 6:00,0.026748971,83,2.220164593,297.648361,457.48
7/8/2020 9:00,-0.048022599,76,-3.649717524,201.445867,456.1054667
7/8/2020 12:00,0.097951583,198,19.39441343,281.323134,457.8414333
7/8/2020 15:00,0.003703704,333,1.233333432,495.49778,460.5910333
7/8/2020 18:00,-0.105429293,354,-37.32196972,601.442551,464.1153667
7/8/2020 21:00,0.017405035,575,10.00789513,247.043123,460.4324333
7/9/2020 0:00,0.002408478,199,0.479287122,299.403075,455.9260333
7/9/2020 3:00,-0.011299435,133,-1.502824855,169.752707,453.7286333
7/9/2020 6:00,0.023255814,94,2.186046516,138.886345,456.498
7/9/2020 9:00,0.020231214,81,1.638728334,65.567891,457.8372333
7/9/2020 12:00,-0.097765363,198,-19.35754187,146.704281,457.9248
7/9/2020 15:00,-0.001029963,292,-0.300749196,282.60929,454.2180667
7/9/2020 18:00,0.04212963,219,9.22638897,49.832586,453.0434667
7/9/2020 21:00,0.007698649,522,4.018694778,61.636346,452.9626
7/10/2020 0:00,0.031179775,179,5.581179725,101.375677,453.6023333
7/10/2020 3:00,0.009578544,126,1.206896544,171.237763,453.1681
7/10/2020 6:00,-0.028985507,67,-1.942028969,77.100152,453.4766333
7/10/2020 9:00,-0.038825758,82,-3.183712156,72.694169,452.7841
7/10/2020 12:00,-0.008539095,292,-2.49341574,310.00785,450.4265333
7/10/2020 15:00,-0.026666667,244,-6.506666748,196.967026,449.6108333
7/10/2020 18:00,0.042613636,282,12.01704535,53.37346,449.5780667
7/10/2020 21:00,-0.013798003,652,-8.996297956,176.570773,448.6178667
7/11/2020 0:00,0.042140152,200,8.4280304,119.839302,451.3398
7/11/2020 3:00,-0.016007533,134,-2.145009422,174.816556,455.8176333
7/11/2020 6:00,0.072504708,75,5.4378531,196.8203,459.6717333
7/11/2020 9:00,-0.034979424,52,-1.818930048,77.601008,459.0237667
7/11/2020 12:00,0.018333333,149,2.731666617,121.083786,457.3088
7/11/2020 15:00,-0.043809524,209,-9.156190516,501.428276,461.3628667
7/11/2020 18:00,-0.025913712,181,-4.690381872,152.348451,461.5262333
7/11/2020 21:00,0.019816215,264,5.23148076,296.768832,468.2249
7/12/2020 0:00,-0.040677966,142,-5.776271172,312.145971,468.5487
7/12/2020 3:00,-0.067049808,67,-4.492337136,132.765774,469.1836333
7/12/2020 6:00,0.052380952,54,2.828571408,59.838728,467.5801333
7/12/2020 9:00,-0.010597303,77,-0.815992331,122.679786,465.632
7/12/2020 12:00,-0.004681648,119,-0.557116112,152.504363,467.7105333
7/12/2020 15:00,0.052808989,202,10.66741578,362.351723,461.5672333
7/12/2020 18:00,-6.76E-05,155,-0.010478,84.15025,462.5494333
7/12/2020 21:00,0.042527933,180,7.65502794,228.560173,462.1311333
7/13/2020 0:00,-0.021306818,118,-2.514204524,239.833787,458.1876333
7/13/2020 3:00,0.010912698,94,1.025793612,328.423686,454.4135333
7/13/2020 6:00,0.061002179,61,3.721132919,369.230437,456.0195
7/13/2020 9:00,-0.018560606,116,-2.153030296,126.844866,465.7687667
7/13/2020 12:00,-0.042749529,212,-9.062900148,256.219214,464.5046333
7/13/2020 15:00,-0.085,297,-25.245,302.816293,458.958
7/13/2020 18:00,-0.026070763,236,-6.152700068,352.390631,455.6403
7/13/2020 21:00,0.008499646,243,2.065413978,363.415918,448.6254667
7/14/2020 0:00,-0.020018622,190,-3.80353818,85.537047,447.4763
7/14/2020 3:00,-0.041666667,138,-5.750000046,111.344672,448.5106667
7/14/2020 6:00,-0.080638723,65,-5.241516995,161.71734,451.1551
7/14/2020 9:00,-0.077651515,114,-8.85227271,42.877159,451.7760333
7/14/2020 12:00,0.013361266,277,3.701070682,137.257131,452.9645
7/14/2020 15:00,0.020969324,373,7.821557852,267.252115,452.5628333
7/14/2020 18:00,-0.018894653,522,-9.863008866,211.221058,453.4527667
7/14/2020 21:00,0.102090105,729,74.42368655,380.262084,457.7487667
7/15/2020 0:00,0.03003876,241,7.23934116,138.891191,462.5347
7/15/2020 3:00,0.009578544,162,1.551724128,118.597412,461.8955667
7/15/2020 6:00,-0.049309665,119,-5.867850135,73.453467,459.6341333
7/15/2020 9:00,-0.133147114,130,-17.30912482,55.026732,459.3259
7/15/2020 12:00,-0.008148148,312,-2.542222176,70.941101,458.6953667
7/15/2020 15:00,-0.125126363,310,-38.78917253,354.839068,459.7958333
7/15/2020 18:00,-0.070044822,616,-43.14761035,135.846966,458.3623
7/15/2020 21:00,-0.044220508,969,-42.84967225,48.656032,456.7919333
7/16/2020 0:00,-0.001997579,388,-0.775060652,148.273506,455.5259
7/16/2020 3:00,-0.071469156,163,-11.64947243,41.118179,453.9926
7/16/2020 6:00,0.017382413,69,1.199386497,292.613273,450.2491
7/16/2020 9:00,-0.034666667,157,-5.442666719,263.035851,443.7087
7/16/2020 12:00,-0.021254682,288,-6.121348416,117.665853,447.4077333
7/16/2020 15:00,-0.035248736,217,-7.648975712,109.070972,446.0525
7/16/2020 18:00,-0.071335979,272,-19.40338629,111.807163,444.9054333
7/16/2020 21:00,-0.012173794,407,-4.954734158,173.643166,442.4234667
7/17/2020 0:00,-0.006912879,223,-1.541572017,131.839499,441.9348
7/17/2020 3:00,-0.055719921,152,-8.469427992,115.847476,440.8824333
7/17/2020 6:00,0.060157791,72,4.331360952,51.982933,440.3222333
7/17/2020 9:00,-0.014488636,124,-1.796590864,91.276004,441.3512
7/17/2020 12:00,-0.065819209,195,-12.83474576,256.650679,445.8359333
7/17/2020 15:00,0.060380952,261,15.75942847,162.723944,449.0760667
7/17/2020 18:00,-0.062734082,217,-13.61329579,138.120616,447.3032
7/17/2020 21:00,-0.192497065,835,-160.7350493,226.967206,447.9885333
7/18/2020 0:00,-0.140112994,212,-29.70395473,114.185744,449.3509667
7/18/2020 3:00,0.035440613,96,3.402298848,129.782487,447.8539
7/18/2020 6:00,-0.046536797,72,-3.350649384,32.087215,445.9995333
7/18/2020 9:00,-0.011299435,100,-1.1299435,79.530283,446.4462667
7/18/2020 12:00,0.012204044,179,2.184523876,83.400082,449.5895
7/18/2020 15:00,-0.051542208,215,-11.08157472,147.133249,449.3476333
7/18/2020 18:00,-0.022678904,178,-4.036844912,199.916924,453.7219
7/18/2020 21:00,-0.067872616,352,-23.89116083,77.19166,455.7385333
7/19/2020 0:00,-0.068491736,158,-10.82169429,77.427211,455.2598
7/19/2020 3:00,-0.0208577,98,-2.0440546,57.962112,455.9146667
7/19/2020 6:00,0.006369427,51,0.324840777,35.028311,455.4804
7/19/2020 9:00,-0.020833333,70,-1.45833331,54.963577,455.9753667
7/19/2020 12:00,0.037758945,176,6.64557432,134.003959,456.9057333
7/19/2020 15:00,-0.017043314,227,-3.868832278,215.459215,454.4866333
7/19/2020 18:00,-0.096860867,226,-21.89055594,495.814663,457.408
7/19/2020 21:00,-0.096664499,473,-45.72230803,325.737267,468.7075
7/20/2020 0:00,0.022159091,177,3.922159107,308.836249,462.1932
7/20/2020 3:00,0.012643678,70,0.88505746,41.239537,459.2074667
7/20/2020 6:00,-0.007291667,78,-0.568750026,51.867828,461.2927333
7/20/2020 9:00,0.021117424,91,1.921685584,21.33144,461.8064
7/20/2020 12:00,-0.031460674,228,-7.173033672,168.784779,460.9661333
7/20/2020 15:00,-0.038480979,318,-12.23695132,123.316714,459.2138
7/20/2020 18:00,-0.123227331,337,-41.52761055,270.256269,455.34
7/20/2020 21:00,-0.080471417,385,-30.98149555,88.903337,452.1483333
7/21/2020 0:00,-0.085562016,167,-14.28885667,82.897283,453.6150667
7/21/2020 3:00,0.088607595,83,7.354430385,107.898967,451.5658667
7/21/2020 6:00,-0.023373984,61,-1.425813024,58.309516,451.7315333
7/21/2020 9:00,-0.12248996,105,-12.8614458,45.36322,453.2537
7/21/2020 12:00,-0.024344569,216,-5.258426904,71.980708,455.2182
7/21/2020 15:00,0.000376648,348,0.131073504,71.080173,454.0904333
7/21/2020 18:00,-0.001412429,226,-0.319208954,57.43433,457.4301333
7/21/2020 21:00,-0.035636994,480,-17.10575712,32.743891,457.4291333
7/22/2020 0:00,0.019248261,182,3.503183502,42.633589,457.405
7/22/2020 3:00,0.026974952,87,2.346820824,12.243032,457.3269333
7/22/2020 6:00,-0.062620424,66,-4.132947984,64.178758,457.7334667
7/22/2020 9:00,-0.065302144,91,-5.942495104,1186.025455,474.3034
7/22/2020 12:00,-0.068156425,242,-16.49385485,806.713718,484.4124
7/22/2020 15:00,-0.005679702,325,-1.84590315,526.245695,479.8430667
7/22/2020 18:00,0.015602554,262,4.087869148,260.752299,478.6679
7/22/2020 21:00,0.009792844,324,3.172881456,1223.870338,486.1633667
7/23/2020 0:00,-0.030436508,227,-6.909087316,359.382507,490.8588667
7/23/2020 3:00,-0.036608863,127,-4.649325601,151.735924,491.0371667
7/23/2020 6:00,-0.017419962,124,-2.160075288,101.095902,488.7107
7/23/2020 9:00,-0.011717721,160,-1.87483536,1567.379483,493.9658333
7/23/2020 12:00,-0.063500931,262,-16.63724392,6091.282409,533.9981
7/23/2020 15:00,-0.127607076,382,-48.74590303,2227.753569,553.0499
7/23/2020 18:00,0.033971801,404,13.7246076,890.006283,533.9402333
7/23/2020 21:00,-0.044812879,311,-13.93680537,889.774614,528.8540333
7/24/2020 0:00,-0.029356061,168,-4.931818248,1192.523237,536.0904
7/24/2020 3:00,0.006976744,97,0.676744168,458.021576,533.9592333
7/24/2020 6:00,-0.010848126,69,-0.748520694,324.190688,515.4309333
7/24/2020 9:00,0.080018939,120,9.60227268,248.949089,508.9141333
7/24/2020 12:00,0.037107684,277,10.27882847,344.649887,510.2896333
7/24/2020 15:00,0.011772487,420,4.94444454,445.72239,516.2053333
7/24/2020 18:00,-0.027374302,336,-9.197765472,296.466621,511.2744333
7/24/2020 21:00,0.029582336,332,9.821335552,117.511502,516.8494333
7/25/2020 0:00,-0.003351955,199,-0.667039045,240.580824,513.7288333
7/25/2020 3:00,-0.033333333,107,-3.566666631,200.248539,509.6437667
7/25/2020 6:00,-0.013333333,93,-1.239999969,100.053097,506.2406333
7/25/2020 9:00,-0.008187134,180,-1.47368412,96.765275,509.2950667
7/25/2020 12:00,-0.038606403,239,-9.226930317,204.143167,506.6754
7/25/2020 15:00,-0.064505188,307,-19.80309272,366.888721,500.6352333
7/25/2020 18:00,-0.011334776,498,-5.644718448,569.508891,517.1839
7/25/2020 21:00,-0.0226185,666,-15.063921,596.069121,521.6149
7/26/2020 0:00,0.071296296,200,14.2592592,647.211919,528.9500667
7/26/2020 3:00,-0.021892655,137,-2.999293735,420.910884,533.6880667
7/26/2020 6:00,-0.091247672,113,-10.31098694,514.137525,542.3227
