time,sentiment_score,tweet volume,Weighted Sentiment,Volume XTZ,open XTZ
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,798661.24,3.584566666666666
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,443682.29000000004,3.5117333333333334
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,495294.25,3.5885666666666665
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,322651.70999999996,3.5014000000000003
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,528190.6100000001,3.6084333333333336
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,362623.19999999995,3.5659666666666667
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,420252.47000000003,3.564966666666667
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,417745.37,3.638533333333333
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,471030.21,3.6422333333333334
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,484114.83999999997,3.686733333333333
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,389494.68,3.7473666666666667
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,331147.13,3.7739333333333334
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,387628.57,3.7838
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,353037.22,3.828433333333333
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,363892.75,3.8348666666666666
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,313693.24,3.8274333333333335
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,337177.11,3.783866666666667
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,250151.26,3.7921666666666667
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,290364.82,3.8703000000000003
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,394231.91000000003,3.943633333333333
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,422036.08999999997,3.874166666666667
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,280220.95999999996,3.836133333333333
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,288228.78,3.831466666666667
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,226488.68,3.853666666666667
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,570745.75,3.785733333333333
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,354533.68,3.673933333333333
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,383505.32,3.5149666666666666
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,230086.81,3.5005666666666664
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,572675.04,3.5034666666666667
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,279126.08999999997,3.538233333333333
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,155359.97999999998,3.5737
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,245779.59,3.6102000000000003
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,209284.34000000003,3.6205000000000003
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,141749.55,3.6389666666666667
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,123584.92000000001,3.6527
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,406450.1,3.5586
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,365195.28,3.4406999999999996
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,242957.43,3.4217666666666666
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,224226.53,3.3958666666666666
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,456192.83999999997,3.3405
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,222432.16,3.436666666666666
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,210660.9,3.449033333333334
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,113745.20999999999,3.485333333333333
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,142738.87,3.5214999999999996
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,313541.22,3.4863999999999997
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,536064.78,3.5953
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,1066834.42,3.660933333333334
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,1721962.6099999999,3.8334999999999995
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,943821.22,3.8519
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,525327.46,3.9057
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,684854.75,3.914766666666667
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,1207742.0,4.0367
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,1132788.6099999999,4.050999999999999
