time,sentiment_score,tweet volume,Weighted Sentiment,Volume ETH,open ETH
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,66177.72953071,2700.31
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,35565.77322714,2637.653333333333
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,37545.842015350005,2670.3433333333337
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,25477.60093277,2587.5733333333333
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,62877.73924404,2605.56
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,39621.90898714001,2567.3233333333333
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,40816.35502028,2559.8266666666664
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,33352.095987520006,2588.81
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,33431.11041704,2603.686666666667
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,24065.58925291,2610.7633333333333
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,28488.239953870005,2654.866666666667
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,20483.60959435,2693.766666666667
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,53530.8137145,2710.1366666666668
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,51669.91404273,2773.486666666666
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,29436.55902365,2767.463333333333
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,27648.098599790002,2713.3966666666665
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,23786.0967934,2695.25
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,31312.800611399998,2729.7566666666667
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,24918.22263391,2828.773333333333
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,37887.864411179995,2862.293333333333
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,49876.26929614,2805.7299999999996
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,31781.11565545,2805.51
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,25298.436726530002,2802.44
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,29375.0855478,2825.51
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,66628.63965726999,2802.7066666666665
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,39275.3808708,2738.1566666666663
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,32103.05857854,2634.95
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,19980.74698296,2633.8933333333334
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,54373.58361951,2642.24
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,29408.27021123,2657.7633333333333
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,20990.69534808,2693.17
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,31706.584174410003,2718.5499999999997
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,28520.817533179998,2740.876666666667
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,14137.278882800001,2771.6299999999997
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,14580.895883559999,2779.066666666667
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,38592.516808240005,2741.6066666666666
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,42023.80720349,2634.236666666667
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,31094.2977016,2627.67
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,20291.29640679,2617.4133333333334
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,38902.79794726,2590.986666666667
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,23714.08504129,2649.42
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,12980.470690139999,2680.233333333333
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,14169.18052101,2684.1766666666667
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,8153.40616712,2725.653333333333
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,14016.52928567,2681.88
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,15595.07142942,2716.3633333333332
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,12549.38375322,2686.233333333333
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,21242.03960224,2707.6566666666663
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,39894.60845735,2756.2100000000005
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,19157.97658903,2775.0466666666666
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,12724.026821020001,2772.6666666666665
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,18687.98212391,2791.806666666667
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,32509.941869360002,2812.846666666667
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,25322.673792989997,2775.8866666666668
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,51453.61121096001,2714.24
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,68183.55054469,2633.6866666666665
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,74892.45501748001,2596.983333333333
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,72170.91272564999,2491.456666666667
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,29337.11862529,2498.5499999999997
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,27375.50371094,2504.726666666667
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,83287.77206249,2491.2400000000002
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,85988.01518578,2390.2233333333334
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,51315.64334654,2471.9133333333334
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,27137.6410526,2527.0433333333335
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,44984.94961822,2465.433333333333
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,27889.66550926,2455.6699999999996
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,26184.16566544,2505.71
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,20228.78684262,2487.6
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,46020.156097600004,2538.0033333333336
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,73703.96286032,2542.5833333333335
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,22681.35033774,2573.233333333333
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,29950.00076298,2581.4700000000003
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,18771.60436796,2588.2033333333334
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,18789.36151471,2561.78
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,14458.17011321,2542.7433333333333
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,24795.257823530002,2552.61
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,27471.314771049998,2558.186666666667
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,33004.11715743,2505.8633333333332
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,29335.0345153,2467.3766666666666
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,15054.63852729,2481.3533333333335
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,30929.6490788,2446.043333333333
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,16827.833223640002,2461.11
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,14449.99597039,2447.566666666667
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,13973.78151496,2459.6
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,18311.11815772,2469.0066666666667
2021-06-11 15:00:00,-0.0037341933476275745,39419,-147.19816757013135,38648.36689495,2414.4133333333334
2021-06-11 18:00:00,-0.034081562882158016,32217,-1098.0057113744847,21877.9400083,2405.766666666667
2021-06-11 21:00:00,-0.05270043123941758,25991,-1369.7369083437025,34861.99654084,2361.66
2021-06-12 00:00:00,-0.051589971277156255,21775,-1123.3716245600774,45144.4618587,2329.7566666666667
2021-06-12 03:00:00,-0.02144482424939872,20118,-431.4269742494035,27603.54357691,2284.3333333333335
2021-06-12 06:00:00,0.012357039578296248,20322,251.11975831013635,12659.68747092,2304.4666666666667
2021-06-12 09:00:00,0.0012056217937166942,21629,26.076393776298378,23468.45668596,2344.0166666666664
2021-06-12 12:00:00,0.14722868573370307,39513,5817.447059395809,26032.97489239,2422.68
2021-06-12 15:00:00,0.07937448264974732,33778,2681.111274943165,18279.36380041,2402.2000000000003
2021-06-12 18:00:00,-0.026559932525407153,27258,-723.9706407775482,11167.26159341,2415.2000000000003
2021-06-12 21:00:00,0.04870617492446918,24850,1210.3484468730592,12938.21783387,2396.5533333333333
2021-06-13 00:00:00,0.06286049841559821,22005,1383.2452676352386,15543.263040520002,2391.0
2021-06-13 03:00:00,0.1114520727347893,22776,2538.4324086075612,21837.13624927,2353.8633333333332
2021-06-13 06:00:00,0.08984611148373398,22482,2019.9202783773073,12793.39294967,2328.53
2021-06-13 09:00:00,0.042115039896960485,22962,967.0455461140067,8057.8145570100005,2363.2900000000004
2021-06-13 12:00:00,0.04485119069104991,29984,1344.8181016804406,11755.48269803,2359.9266666666663
2021-06-13 15:00:00,0.01042959146420884,37700,393.19559820067326,24459.50506439,2361.883333333333
2021-06-13 18:00:00,-0.010644049020403827,44749,-476.31054961405084,43563.624257179996,2430.5333333333333
2021-06-13 21:00:00,-0.02433359543310899,33196,-807.778033997486,34702.266815560004,2522.98
2021-06-14 00:00:00,0.009124704526405741,24898,227.18689329845014,21309.51570648,2504.2099999999996
2021-06-14 03:00:00,0.03239248349219341,23296,754.6152954341377,13235.72841401,2489.036666666667
2021-06-14 06:00:00,0.11848350913556917,31031,3676.661771985847,8231.14115499,2501.513333333333
2021-06-14 09:00:00,0.08768310538325394,34501,3025.1548188276442,10478.54065919,2479.0400000000004
2021-06-14 12:00:00,0.06049286234371589,49413,2989.1338069900335,36724.675747760004,2509.7833333333333
2021-06-14 15:00:00,0.039049558659880544,44386,1733.2537106774578,35296.5526767,2570.7566666666667
2021-06-14 18:00:00,-0.020803468435998312,36677,-763.0088118271101,26217.510398979997,2548.89
2021-06-14 21:00:00,-0.0138305155105998,28850,-399.0103724808042,18132.688269709997,2557.7000000000003
2021-06-15 00:00:00,0.036457989618422205,29441,1073.359672355968,23878.93728235,2584.8233333333333
2021-06-15 03:00:00,0.05802340534951375,26779,1553.8087718546287,15297.93496658,2604.2099999999996
2021-06-15 06:00:00,0.03400094082741213,24960,848.6634830522069,11062.33020045,2619.1866666666665
2021-06-15 09:00:00,0.07942803653323341,28160,2236.693508775853,8522.4580552,2582.83
2021-06-15 12:00:00,0.0705125785293021,38362,2705.003537541087,35862.69336514,2587.9133333333334
2021-06-15 15:00:00,0.0488917046309725,37504,1833.6344904799926,25081.73713589,2551.6200000000003
2021-06-15 18:00:00,-0.032821598353511915,36066,-1183.7437662177608,33893.47152269,2561.566666666667
2021-06-15 21:00:00,-0.0881115111803385,25664,-2261.293822932207,14929.785384499999,2536.5
2021-06-16 00:00:00,-0.022454370018898943,22420,-503.4269758237143,19722.69757408,2529.806666666667
