time,sentiment_score,tweet volume,Weighted Sentiment,Volume MKR,open MKR
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,715.6998,3581.6476666666663
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,558.533498,3558.3966333333333
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,814.55116,3626.6873333333333
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,1018.481174,3550.1563
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,1264.375599,3643.9543
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,1015.3372669999999,3567.696933333333
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,622.741813,3544.1795333333334
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,293.562434,3558.9847666666665
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,440.51151899999996,3566.9647000000004
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,219.32133000000002,3559.1517666666664
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,399.098692,3609.5609000000004
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,438.04963699999996,3623.9208999999996
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,416.40963999999997,3607.9155000000005
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,460.61491800000005,3683.670866666667
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,308.956544,3647.0834
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,573.3482839999999,3570.848033333333
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,417.30827200000004,3565.0294666666664
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,459.30271300000004,3604.8416666666667
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,459.519859,3690.8142666666668
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,493.629598,3691.5269000000003
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,728.174673,3621.9294333333332
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,329.782608,3611.5975
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,283.039415,3611.9895
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,382.899128,3639.6234
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,1165.253324,3608.359866666666
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,3660.645257,3819.7447666666667
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,814.538306,3627.884433333333
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,538.392876,3592.422533333333
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,977.7360610000001,3591.1399333333334
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,413.954663,3608.262533333333
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,342.70246299999997,3644.1264333333334
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,1071.497758,3734.8487333333337
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,1280.208576,3827.136233333333
