time,sentiment_score,tweet volume,Weighted Sentiment,Volume LTC,open LTC
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,115894.97130325,189.0
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,33211.57576403,183.26333333333332
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,23423.57227826,184.83666666666667
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,27143.08322131,179.6966666666667
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,57491.448192569995,181.29333333333332
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,47579.71312186,179.62
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,29527.9163702,179.17333333333332
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,47834.65025987,181.46666666666667
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,45757.47017381,181.32333333333335
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,27267.78378893,182.06333333333336
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,32476.60490382,183.54999999999998
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,26524.337718429997,184.83666666666667
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,46759.835314569995,184.25
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,50378.96809902,187.64000000000001
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,29289.98590375,188.05000000000004
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,23091.7745017,186.8166666666667
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,42369.54607066,185.03666666666666
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,43991.82566707,186.54333333333338
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,21070.20643044,191.91333333333333
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,40958.60476532,194.73333333333335
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,52573.14245631,191.69666666666663
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,43075.074441619996,189.97333333333333
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,27379.894190799998,190.30000000000004
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,29718.871814290003,190.3233333333333
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,63349.327061100004,188.84
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,59527.067321350005,182.53333333333333
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,33932.580264079996,174.59
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,27052.82077235,175.04999999999998
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,39113.37192145,175.54666666666665
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,44446.51938977,176.79666666666665
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,24937.43087743,178.54333333333332
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,35667.36613065,180.4
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,28633.061818060003,182.33333333333334
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,18528.12823759,183.02666666666667
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,22440.40403915,182.59666666666666
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,41328.058426100004,178.4
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,39310.51972253,173.32666666666668
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,28994.57199482,173.13333333333335
