time,sentiment_score,tweet volume,Weighted Sentiment,Volume ZRX,open ZRX
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,415408.97531999997,1.07104
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,1076725.30437,1.0546876666666667
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,879506.95249,1.0240573333333334
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,1368806.87079,0.9819060000000001
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,1635762.4312800001,0.946495
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,1103102.0750000002,0.9016976666666667
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,790259.30069,0.9086103333333334
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,734046.03327,0.9043410000000001
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,1344563.95546,0.9038813333333334
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,1808324.92098,0.8703803333333333
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,795992.30382,0.9057953333333334
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,1246375.05224,0.9312706666666667
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,1684546.36537,0.9482263333333334
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,1394284.4682399998,0.9559753333333333
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,913446.1735700001,0.959762
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,510279.47944,0.9436003333333334
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,674799.4036,0.9549883333333332
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,939962.60496,0.9534973333333334
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,783577.62836,0.9521036666666666
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,482775.27869,0.9472200000000001
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,627128.56528,0.96061
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,581789.30697,0.9573466666666667
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,538164.07018,0.965391
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,619624.3023,0.9600940000000001
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,538061.0146999999,0.9650780000000001
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,720985.67636,0.9343456666666666
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,472008.52650000004,0.935187
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,354257.46915,0.943691
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,1034230.5612300001,0.914772
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,451403.95618,0.9207553333333333
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,231514.30159,0.9186543333333334
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,282296.49147,0.934641
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,447559.17044,0.9287303333333333
2021-06-11 15:00:00,-0.0037341933476275745,39419,-147.19816757013135,613559.66332,0.8958236666666667
2021-06-11 18:00:00,-0.034081562882158016,32217,-1098.0057113744847,579210.53605,0.8835033333333332
2021-06-11 21:00:00,-0.05270043123941758,25991,-1369.7369083437025,871752.13696,0.8691363333333334
2021-06-12 00:00:00,-0.051589971277156255,21775,-1123.3716245600774,1260229.65294,0.8502329999999999
2021-06-12 03:00:00,-0.02144482424939872,20118,-431.4269742494035,1097794.36068,0.8162776666666667
2021-06-12 06:00:00,0.012357039578296248,20322,251.11975831013635,491158.83557999996,0.8309506666666667
2021-06-12 09:00:00,0.0012056217937166942,21629,26.076393776298378,612009.198,0.841936
2021-06-12 12:00:00,0.14722868573370307,39513,5817.447059395809,651338.60937,0.8799883333333334
2021-06-12 15:00:00,0.07937448264974732,33778,2681.111274943165,381193.09095000004,0.8716433333333334
2021-06-12 18:00:00,-0.026559932525407153,27258,-723.9706407775482,224058.0588,0.877036
2021-06-12 21:00:00,0.04870617492446918,24850,1210.3484468730592,203682.84628,0.862092
2021-06-13 00:00:00,0.06286049841559821,22005,1383.2452676352386,360107.52804,0.8583759999999999
2021-06-13 03:00:00,0.1114520727347893,22776,2538.4324086075612,558996.96582,0.8375253333333333
2021-06-13 06:00:00,0.08984611148373398,22482,2019.9202783773073,374847.83641,0.828051
2021-06-13 09:00:00,0.042115039896960485,22962,967.0455461140067,154064.36745,0.8369050000000001
2021-06-13 12:00:00,0.04485119069104991,29984,1344.8181016804406,442566.35480000003,0.8233763333333334
2021-06-13 15:00:00,0.01042959146420884,37700,393.19559820067326,712168.57607,0.8266736666666666
2021-06-13 18:00:00,-0.010644049020403827,44749,-476.31054961405084,901972.7235600001,0.8558669999999999
2021-06-13 21:00:00,-0.02433359543310899,33196,-807.778033997486,640946.8362499999,0.8927823333333333
2021-06-14 00:00:00,0.009124704526405741,24898,227.18689329845014,295953.66038,0.8993563333333334
2021-06-14 03:00:00,0.03239248349219341,23296,754.6152954341377,260988.30158,0.8974056666666667
2021-06-14 06:00:00,0.11848350913556917,31031,3676.661771985847,232027.4266,0.8893063333333333
2021-06-14 09:00:00,0.08768310538325394,34501,3025.1548188276442,327183.08076000004,0.8726693333333334
2021-06-14 12:00:00,0.06049286234371589,49413,2989.1338069900335,814971.9142700001,0.885136
2021-06-14 15:00:00,0.039049558659880544,44386,1733.2537106774578,714243.23405,0.9219276666666666
2021-06-14 18:00:00,-0.020803468435998312,36677,-763.0088118271101,542073.71545,0.9113843333333334
2021-06-14 21:00:00,-0.0138305155105998,28850,-399.0103724808042,286543.98611,0.9183043333333333
2021-06-15 00:00:00,0.036457989618422205,29441,1073.359672355968,518733.0557,0.9197116666666666
2021-06-15 03:00:00,0.05802340534951375,26779,1553.8087718546287,373587.46893000003,0.9289003333333333
2021-06-15 06:00:00,0.03400094082741213,24960,848.6634830522069,693466.42031,0.9429606666666667
2021-06-15 09:00:00,0.07942803653323341,28160,2236.693508775853,586956.31273,0.9365076666666666
2021-06-15 12:00:00,0.0705125785293021,38362,2705.003537541087,667484.92768,0.9334603333333332
2021-06-15 15:00:00,0.0488917046309725,37504,1833.6344904799926,371168.58903,0.909372
2021-06-15 18:00:00,-0.032821598353511915,36066,-1183.7437662177608,667870.6378,0.911522
2021-06-15 21:00:00,-0.0881115111803385,25664,-2261.293822932207,323842.65751,0.8952559999999999
2021-06-16 00:00:00,-0.022454370018898943,22420,-503.4269758237143,508722.40681,0.8881903333333333
2021-06-16 03:00:00,0.058246821287576335,21365,1244.4433368090683,286225.54158,0.8964163333333334
2021-06-16 06:00:00,0.04475926034916912,22083,988.4187462907016,248649.50479,0.9121793333333335
2021-06-16 09:00:00,0.09701152604765222,26815,2601.3640709677943,435139.5754,0.9244266666666667
2021-06-16 12:00:00,0.1125508082205496,35739,4022.453334994222,418483.79114,0.88522
2021-06-16 15:00:00,0.03919168024613822,38959,1526.8686707092988,566541.92616,0.8707966666666667
2021-06-16 18:00:00,-0.01571467588965728,36431,-572.5013573361043,448947.42141,0.880024
2021-06-16 21:00:00,-0.012504271063630742,25912,-324.0106718007998,412544.18252,0.873833
2021-06-17 00:00:00,0.07108036421562988,23222,1650.6282178153572,225152.68809,0.8741413333333332
2021-06-17 03:00:00,0.12918163345072892,23529,3039.514653462201,175648.42254,0.889542
2021-06-17 06:00:00,0.10851900934447478,25401,2756.491356359004,129353.30705,0.8943383333333333
2021-06-17 09:00:00,-0.04352839305194667,31871,-1387.2934149585922,67574.9433,0.89086
2021-06-17 12:00:00,0.008111107959376775,41519,336.76509136536436,359538.17442999996,0.8841046666666666
2021-06-17 15:00:00,0.07533785575055656,50676,3817.821178015204,281759.91621,0.8774513333333332
2021-06-17 18:00:00,-0.023013585131834352,39059,-898.887621664318,375511.51395000005,0.8558663333333333
2021-06-17 21:00:00,0.03543690779584607,29293,1038.0533400637191,164623.83698,0.868392
2021-06-18 00:00:00,-0.006261592303108258,25853,-161.8809458122578,409021.85728,0.864312
2021-06-18 03:00:00,0.04767302432976268,23498,1120.2207257007633,192543.33000000002,0.8662519999999999
2021-06-18 06:00:00,0.02608036326903697,23944,624.4682181138212,202918.56198,0.8698623333333333
2021-06-18 09:00:00,-0.012315874369797484,25954,-319.6462033937239,135334.57484000002,0.8682976666666667
2021-06-18 12:00:00,-0.010983134036112932,33736,-370.5270098423059,454892.23407,0.8480073333333333
2021-06-18 15:00:00,0.06709105099003147,39072,2621.38154428251,329328.1239,0.817471
2021-06-18 18:00:00,-0.005576302049883618,33608,-187.40835929248863,802674.6365,0.7959206666666666
2021-06-18 21:00:00,0.0035091241346272358,23819,83.58382776268613,244044.08448999998,0.8064173333333334
2021-06-19 00:00:00,0.05578262095617037,21944,1224.0938342622026,141881.15728,0.8166853333333334
2021-06-19 03:00:00,0.04761453855147921,20164,960.0995553520268,242088.39238,0.7985886666666667
2021-06-19 06:00:00,0.01717758151593142,20448,351.2471868377657,67571.72125999999,0.8141156666666668
2021-06-19 09:00:00,0.006327236092593431,22407,141.77437912674102,114723.17855000001,0.8113389999999999
2021-06-19 12:00:00,0.07349342990854106,33434,2457.1793355621617,182408.16801,0.8178446666666667
2021-06-19 15:00:00,0.03101463511989107,32485,1007.5104218696615,215169.78005,0.8260176666666667
2021-06-19 18:00:00,-0.06064671071042907,26723,-1620.662050314796,468685.17199,0.8111136666666666
2021-06-19 21:00:00,-0.028208784691276537,19556,-551.650993422604,165822.95084,0.803093
2021-06-20 00:00:00,0.019767990801734574,17200,340.0094417898347,321779.70107,0.7821706666666666
2021-06-20 03:00:00,0.08397635960578739,17063,1432.8886239535502,161395.9437,0.7831586666666667
2021-06-20 06:00:00,0.08837611847885268,18390,1625.236818826101,109900.50471000001,0.7843053333333333
2021-06-20 09:00:00,0.08620421519918715,24919,2148.1228385485447,815234.99136,0.7575163333333333
2021-06-20 12:00:00,-0.010532492529260603,29776,-313.61549755126373,481429.14058999997,0.7337386666666667
2021-06-20 15:00:00,-0.015989721300417026,31483,-503.4043957010292,280905.07586,0.752951
2021-06-20 18:00:00,-0.0630346002229293,28368,-1788.1655391240583,353460.19229000004,0.7634566666666668
2021-06-20 21:00:00,-0.09382846088477322,21755,-2041.2381665482412,395737.65139,0.7912819999999999
2021-06-21 00:00:00,-0.14873773808869564,22604,-3362.0678317568763,293985.41238,0.7845106666666667
2021-06-21 03:00:00,-0.11830789955940048,23852,-2821.88002029082,600161.37549,0.751756
2021-06-21 06:00:00,-0.06078578972830051,26939,-1637.5083894906875,974989.63979,0.721137
2021-06-21 09:00:00,-0.05813865144398523,33459,-1945.2611386643018,1840325.5449299999,0.6906966666666666
2021-06-21 12:00:00,-0.03906739094491781,44574,-1741.3898839787664,1622757.08959,0.667744
2021-06-21 15:00:00,-0.044779835459679694,43983,-1969.551503023092,952924.60693,0.6634996666666667
2021-06-21 18:00:00,-0.09177111068588165,35402,-3248.880860501582,577034.82533,0.6551446666666667
2021-06-21 21:00:00,-0.10473391656640282,31506,-3299.7467753410874,1324781.3546099998,0.6243353333333334
2021-06-22 00:00:00,-0.023849498461446537,28488,-679.4245121696889,1764235.82702,0.610985
2021-06-22 03:00:00,0.0020355022905205276,21089,42.926707804787405,465959.53118,0.6354129999999999
2021-06-22 06:00:00,0.03038961730097596,25148,764.2380958849434,926458.01827,0.6180053333333333
2021-06-22 09:00:00,-0.06414249873522136,27458,-1761.2247302717083,1828067.74938,0.5818949999999999
2021-06-22 12:00:00,-0.06276165925371457,57499,-3608.7326454293343,4343157.0898899995,0.528331
2021-06-22 15:00:00,-0.041369356832347354,45100,-1865.7579931388657,1579276.16586,0.5721356666666667
2021-06-22 18:00:00,-0.03911344471799594,35111,-1373.3121574935553,1037607.83892,0.5915353333333333
2021-06-22 21:00:00,-0.07977399860236069,25458,-2030.8864564188984,1189791.99634,0.588161
2021-06-23 00:00:00,-0.060645722006537096,25832,-1566.6002908728663,1565823.39185,0.602418
2021-06-23 03:00:00,-0.010835820020254782,23049,-249.75481564685245,815498.74566,0.6346313333333334
2021-06-23 06:00:00,0.035443410515428646,24151,855.9938073581172,638645.46807,0.6437186666666667
2021-06-23 09:00:00,0.014159563753352904,25594,362.39987470331425,398903.18036,0.641116
2021-06-23 12:00:00,0.021037595021976233,35428,745.319916438574,707275.39702,0.6415453333333333
2021-06-23 15:00:00,0.053114023899901705,36257,1925.7551645387362,1887238.44746,0.6392906666666667
2021-06-23 18:00:00,-0.0294657925139015,33071,-974.4632242272364,466272.87730000005,0.6206496666666667
2021-06-23 21:00:00,-0.01920359953764019,23739,-455.8742494240405,386041.46784,0.622792
2021-06-24 00:00:00,0.046400210686979,21949,1018.438224368502,494059.91203,0.6311063333333333
2021-06-24 03:00:00,0.07340383407326144,22941,1683.9573574746908,452010.10665,0.615426
2021-06-24 06:00:00,0.006992243632056278,23272,162.7234938052137,358891.98608,0.6415399999999999
2021-06-24 09:00:00,0.007229220402668722,22772,164.62380700957215,398255.63385,0.6599206666666666
2021-06-24 12:00:00,0.0004305560561664217,28810,12.404319978154609,330488.20809,0.6703323333333334
2021-06-24 15:00:00,-0.008726593347223657,34933,-304.846085398564,786421.4604099999,0.6721313333333333
2021-06-24 18:00:00,-0.024950034074189272,32802,-818.4110177015565,410034.626,0.6747199999999999
2021-06-24 21:00:00,-0.06457607991945352,24016,-1550.8591353455959,395339.83722,0.6659046666666666
2021-06-25 00:00:00,-0.04772051653999355,25177,-1201.4594449274175,506293.44386999996,0.6608459999999999
2021-06-25 03:00:00,-0.0076169401577812395,24670,-187.90991369246316,735320.0639300001,0.6720633333333333
2021-06-25 06:00:00,-0.05177485475957263,23614,-1222.611420292548,715257.81086,0.6716363333333334
2021-06-25 09:00:00,-0.06074514394318205,24704,-1500.6480359723694,661804.88758,0.6368133333333333
2021-06-25 12:00:00,-0.04980084534438454,32183,-1602.7406057183275,844261.57262,0.6222773333333333
2021-06-25 15:00:00,-0.05329391775063816,38423,-2047.71220173277,983870.21698,0.612728
2021-06-25 18:00:00,-0.05174992950507877,32767,-1695.689940092916,766534.74745,0.6116093333333333
2021-06-25 21:00:00,-0.09977142878581205,22988,-2293.5456049282475,410923.8933,0.6123556666666667
2021-06-26 00:00:00,-0.03677247527981223,18997,-698.5667128905928,531748.25272,0.6106403333333333
2021-06-26 03:00:00,-0.004541155230190839,17956,-81.54098331330671,203238.9327,0.616098
2021-06-26 06:00:00,0.049504141664884545,22669,1122.2093874012678,633205.49835,0.6022573333333333
2021-06-26 09:00:00,0.06912823463711718,24400,1686.728925145659,547745.4756199999,0.582054
2021-06-26 12:00:00,0.06265666476969532,31804,1992.73256633539,798774.88351,0.5949296666666667
2021-06-26 15:00:00,0.0013080986220584115,33342,43.614624256671554,406058.87562999997,0.585418
2021-06-26 18:00:00,-0.02121891562697382,25756,-546.5143908883377,155435.22803,0.589423
2021-06-26 21:00:00,-0.060620141000927115,19279,-1168.695698356874,173140.29165000003,0.5846279999999999
2021-06-27 00:00:00,-0.0654031061959987,18403,-1203.6133633249642,286381.36496000004,0.6068483333333333
2021-06-27 03:00:00,-0.005276765164287832,15939,-84.10635995358375,113209.03703,0.6164963333333333
2021-06-27 06:00:00,-0.036144474476967475,17224,-622.5524283912878,68159.93568,0.608787
2021-06-27 09:00:00,-0.014112377536409232,18088,-255.2646848785702,88754.12641000001,0.599595
2021-06-27 12:00:00,-0.025662825168191898,27013,-693.2298962683677,373583.56192999997,0.598365
2021-06-27 15:00:00,-0.02249721260750628,29458,-662.7228889919201,281330.01652,0.5957223333333334
2021-06-27 18:00:00,-0.013097356125350854,25209,-330.1712505639697,240902.64267,0.5897673333333334
2021-06-27 21:00:00,-0.042324308778794714,23963,-1014.2174112662577,485022.14684000006,0.5992343333333333
2021-06-28 00:00:00,-0.013817248875108944,19941,-275.52975981854746,251469.45837,0.6360293333333334
2021-06-28 03:00:00,0.11004474180843753,22685,2496.3649679244054,609877.77557,0.641902
2021-06-28 06:00:00,0.15313254719198913,28022,4291.080237413919,309760.85682999995,0.6460706666666667
2021-06-28 09:00:00,0.05176399988527267,26013,1346.536929015598,125151.42891000002,0.65237
2021-06-28 12:00:00,0.05256994647702332,33439,1757.886440245183,1776514.36459,0.6772273333333333
2021-06-28 15:00:00,0.05214923871572957,37181,1938.9608446895413,575658.7216,0.6934183333333334
2021-06-28 18:00:00,0.018155428176657346,30421,552.3062805620931,951673.97015,0.6945376666666666
2021-06-28 21:00:00,-0.030074434015043814,23613,-710.1476103972295,1193726.51164,0.7034626666666667
2021-06-29 00:00:00,-0.022622474887152386,21604,-488.73594746204014,758972.06611,0.7069920000000001
2021-06-29 03:00:00,0.056029484052299496,18870,1057.2763640668916,402667.66974,0.708666
2021-06-29 06:00:00,0.032088607117243546,21755,698.0876478356333,515091.67897999997,0.7174529999999999
2021-06-29 09:00:00,0.016933431837395103,27510,465.8387098467393,424592.5627,0.7160923333333332
2021-06-29 12:00:00,0.02167522251675353,38122,826.302832783678,1084301.61656,0.7371213333333334
2021-06-29 15:00:00,0.010245158239178995,35609,364.8198397389248,425711.11803,0.7336636666666666
2021-06-29 18:00:00,-0.06106108604600572,30990,-1892.2830565657173,490172.88359,0.725118
2021-06-29 21:00:00,-0.09550276104396543,23425,-2237.15217745489,502988.29917,0.715304
2021-06-30 00:00:00,-0.022662148151961617,20116,-455.8717722248599,918426.4172299999,0.7328963333333333
2021-06-30 03:00:00,-0.037965907802633835,19444,-738.2091113144123,487169.34641,0.7148426666666667
2021-06-30 06:00:00,-0.0013320887568349627,20424,-27.206580769597277,267174.86415,0.7060823333333334
2021-06-30 09:00:00,-0.01457316365557497,23110,-336.78581208033756,802930.86592,0.6981643333333333
2021-06-30 12:00:00,-0.02253694033653447,31636,-712.9786444866045,443013.56811999995,0.7011820000000001
2021-06-30 15:00:00,0.023232364783066024,38226,888.0803761974818,610749.08181,0.6796729999999999
2021-06-30 18:00:00,-0.029299390882187408,32122,-941.1550339176239,327216.4893,0.697727
2021-06-30 21:00:00,-0.034508403198788444,24830,-856.8436514259171,662885.70203,0.7237103333333333
2021-07-01 00:00:00,-0.06697430286925622,20977,-1404.9199512883877,1168442.52718,0.7493073333333333
2021-07-01 03:00:00,-0.01812108790115389,18632,-337.63210977429924,740085.2539400001,0.7396653333333333
2021-07-01 06:00:00,-0.01945861025027097,21202,-412.5614545262451,720044.80536,0.73694
2021-07-01 09:00:00,-0.004227576393141911,25459,-107.62986739299991,299000.00302,0.710747
2021-07-01 12:00:00,-0.026968391829299495,29478,-794.9742543440905,290368.90684,0.7044533333333334
2021-07-01 15:00:00,0.0038456863503095536,36938,142.0519624077343,272713.75723,0.690711
2021-07-01 18:00:00,-0.011348646776976744,31944,-362.5211726437451,246956.2562,0.6890486666666668
2021-07-01 21:00:00,-0.026302163760505284,24554,-645.8233289754468,268251.77425,0.693966
2021-07-02 00:00:00,-0.0046426065577279355,21617,-100.35922595840478,498874.24577,0.6870096666666666
2021-07-02 03:00:00,0.013545927734966528,19228,260.4610984879364,524824.37075,0.6732333333333332
2021-07-02 06:00:00,0.06705316206429304,23193,1555.1639877571486,328651.44633,0.666138
2021-07-02 09:00:00,0.08910385300239036,26863,2393.5968032032124,295843.77645,0.6635193333333333
2021-07-02 12:00:00,0.03428112568375264,34001,1165.5925543732735,276539.15369,0.6646366666666667
2021-07-02 15:00:00,0.016331704016799932,32601,532.4298826516946,384558.45109,0.6819566666666667
2021-07-02 18:00:00,-0.037858240474507907,30116,-1140.1387701302801,388659.86932999996,0.6676806666666666
2021-07-02 21:00:00,-0.0765469323443396,23144,-1771.6022021773956,376900.47854,0.6701146666666666
2021-07-03 00:00:00,-0.039302388525706895,17687,-695.1413458541779,175241.57536,0.6808603333333334
2021-07-03 03:00:00,0.015138576149927781,15547,235.3594434029272,793244.70639,0.6737316666666667
2021-07-03 06:00:00,0.017541838812505043,18593,326.15540904090625,314589.69005,0.6863726666666666
2021-07-03 09:00:00,0.09392928864429331,23087,2168.5454869307996,381277.40103,0.697456
2021-07-03 12:00:00,0.09436923509017657,32084,3027.742538633225,245702.43161,0.6970673333333334
2021-07-03 15:00:00,0.05840967476587131,30309,1770.3388324787936,308949.26726,0.7033189999999999
2021-07-03 18:00:00,0.018917784359699867,23217,439.21419947915183,156128.75535000002,0.7074363333333333
2021-07-03 21:00:00,-0.006051313084067261,19082,-115.47115627017148,280243.43332,0.7024933333333333
2021-07-04 00:00:00,-0.001823768386342408,16571,-30.221665930080043,230513.8052,0.692027
2021-07-04 03:00:00,0.046188103970772755,15172,700.7659134445643,105358.80262999999,0.6893276666666667
2021-07-04 06:00:00,-0.012276913772001944,19979,-245.28046025082682,153119.61854,0.709454
2021-07-04 09:00:00,0.04732197688721202,18214,861.9224870236798,98909.03310999999,0.713688
2021-07-04 12:00:00,0.008440956436753246,25867,218.3422201494962,184926.84490999999,0.7120430000000001
2021-07-04 15:00:00,0.015088164249073301,31277,471.91251321826564,479693.0317800001,0.7276896666666666
2021-07-04 18:00:00,-0.05880046635237629,32181,-1892.2578076858215,186973.59207,0.7341303333333334
2021-07-04 21:00:00,-0.07434591295213724,22633,-1682.6710478457223,451470.24308999995,0.7349696666666667
2021-07-05 00:00:00,0.020490762108963192,20473,419.5073726568034,386564.0314,0.717833
2021-07-05 03:00:00,0.0635127406692405,19309,1226.3675095823646,570558.56634,0.7039753333333333
2021-07-05 06:00:00,0.041002103273592105,22480,921.7272815903506,173025.24163,0.6970813333333333
2021-07-05 09:00:00,0.03561212987689659,23963,853.373468240073,406263.66851,0.7019636666666665
2021-07-05 12:00:00,0.019638514120091616,32392,636.1307493780076,445883.6147,0.6798926666666666
2021-07-05 15:00:00,0.03861102832118056,35391,1366.4829033149013,320547.20689000003,0.684268
2021-07-05 18:00:00,-0.06341462810913982,29748,-1886.4583569906915,680796.6290800001,0.692513
2021-07-05 21:00:00,-0.04164922351769247,18843,-784.7963187438793,204554.33299,0.7002153333333334
2021-07-06 00:00:00,0.05141745215011018,18662,959.5524920253562,567362.93478,0.6971343333333334
2021-07-06 03:00:00,0.05181243950036994,20261,1049.7718367169955,571984.93042,0.7135363333333333
2021-07-06 06:00:00,0.06534169197900962,21519,1406.087869696308,647242.34703,0.7296523333333332
2021-07-06 09:00:00,-0.0034236431195577496,24648,-84.38595561085941,761157.96639,0.727792
2021-07-06 12:00:00,-0.020366336587268233,31033,-632.028523312695,531086.5430399999,0.7312976666666667
