time,sentiment_score,tweet volume,Weighted Sentiment,Volume BTC,open BTC
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,2661.5581851,37435.93666666667
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,1382.53802691,36774.98666666667
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,1648.07717675,37018.51666666667
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,904.63300134,36304.003333333334
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,3242.69485769,36592.829999999994
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,2220.3141404099997,36265.61
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,2053.65746798,36119.793333333335
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,1599.62996071,36399.25666666666
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,1266.4991292099999,36385.55333333334
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,780.7230533300001,36468.676666666666
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,1198.39161821,36923.56666666667
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,1425.35389475,37266.323333333334
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,2785.4385925799997,37339.87666666667
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,2897.66991518,37936.23333333334
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,2061.571916,37975.333333333336
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,1536.7107944999998,37691.78333333333
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,1137.95348479,37453.86666666666
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,1909.63768575,37674.37333333334
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,1085.26366253,38803.433333333334
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,2184.06483695,39073.75000000001
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,2863.42756185,38757.72
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,1842.57524795,38696.75666666667
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,1802.730834,38650.693333333336
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,1500.10275538,38788.64333333333
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,3118.11031065,38621.09666666667
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,2152.2613479,37780.746666666666
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,1654.1583462,36712.299999999996
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,1375.22051674,36741.26666666666
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,4420.24494716,36744.473333333335
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,2283.5932581,36885.03
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,1581.74663736,37022.73333333334
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,1332.29714741,37137.62333333333
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,1634.6593149500002,37420.95
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,563.71995067,37599.02
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,681.02400845,37642.71666666667
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,2421.85413165,36878.27333333334
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,2440.87775314,35906.79666666667
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,1629.32977571,36024.11
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,1464.9101528,35960.62666666667
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,2818.31524644,35312.37
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,1462.5113762,35794.829999999994
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,855.3922533,36092.043333333335
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,821.51668681,36090.54
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,645.8470655699999,36187.48
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,1160.37870688,35808.39333333333
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,838.79635932,36177.48333333334
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,912.6218564000001,35901.329999999994
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,1487.4389387,35826.76
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,1740.91737424,36266.49333333334
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,1009.7803105,36440.073333333334
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,951.12785408,36186.89333333333
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,1049.8820589700001,36315.73333333333
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,3080.74795419,36443.753333333334
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,1968.2678254799998,35963.09666666667
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,3917.67766327,35617.09
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,5279.31522914,34257.59666666666
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,5656.87024685,33688.926666666666
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,3864.10878539,32819.380000000005
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,2360.80995516,32842.35666666667
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,1996.2420318700001,32863.840000000004
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,6707.17542505,32808.18
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,6980.52301248,31896.436666666665
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,4889.12336075,32627.753333333338
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,2482.7047316,33532.57666666667
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,3162.60765009,32952.816666666666
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,2604.99721536,32925.823333333334
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,2645.59899549,33988.62
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,1933.2915208499999,34203.22666666667
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,3699.05425048,35019.21666666667
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,6746.413658519999,35869.30333333334
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,2654.0358928,36260.97666666667
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,2594.89874895,36735.58000000001
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,2143.74532382,37096.213333333326
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,1564.14481622,36973.44333333333
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,1124.71772457,36862.37
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,3341.36628018,37230.55
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,3569.35503668,37842.41333333333
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,3655.16998511,36924.670000000006
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,3062.957829,36655.33666666667
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,1392.3571935300001,36681.920000000006
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,1953.1674664700001,36479.88
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,1389.68567594,36729.33666666667
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,1039.5992645400001,36899.40333333333
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,1347.1484206999999,37200.40666666667
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,2159.2664154000004,37396.59666666667
