time,sentiment_score,tweet volume,Weighted Sentiment,Volume OMG,open OMG
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,289982.60000000003,6.5677666666666665
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,138822.6,6.429366666666667
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,161502.8,6.5437666666666665
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,70277.7,6.322033333333333
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,340068.3,6.428966666666667
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,127757.0,6.3373
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,164706.5,6.329733333333333
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,130591.1,6.253966666666667
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,324221.3,6.280566666666666
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,131686.9,6.472166666666666
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,71390.0,6.488066666666666
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,46463.5,6.512966666666666
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,154927.6,6.5097
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,130337.0,6.634399999999999
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,98182.70000000001,6.5992999999999995
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,150717.3,6.5379000000000005
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,121864.8,6.430600000000001
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,179328.80000000002,6.556933333333333
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,99311.29999999999,6.654
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,230937.2,6.830766666666666
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,151139.2,6.720866666666667
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,263305.6,6.6268
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,102446.4,6.624
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,202994.40000000002,6.6697
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,525579.7,6.533666666666666
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,332588.0,6.318966666666667
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,300020.1,6.051466666666666
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,147545.7,6.014466666666666
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,321621.0,6.039766666666668
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,103332.1,6.081966666666667
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,83474.9,6.1434
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,240923.59999999998,6.218966666666667
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,169005.0,6.288133333333334
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,171557.0,6.301466666666666
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,54881.9,6.342033333333333
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,157591.5,6.165466666666667
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,150286.8,5.925033333333334
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,119268.1,5.893966666666667
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,120256.5,5.8590333333333335
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,224281.0,5.787333333333334
2021-06-06 00:00:00,-0.039449913993465056,32022,-1263.265145898738,129337.4,5.890766666666667
2021-06-06 03:00:00,-0.05725167481704903,33161,-1898.5227886081627,76970.7,5.9254
2021-06-06 06:00:00,0.005304356308278314,32961,174.8368882771615,153638.9,5.997433333333333
2021-06-06 09:00:00,-0.02543186552821271,32795,-834.0380299977359,54769.6,5.989366666666666
2021-06-06 12:00:00,-0.03673376410054389,41759,-1533.9652550746123,56152.7,5.913133333333334
2021-06-06 15:00:00,-0.021900451679222128,44309,-970.3871134546532,97105.0,6.0042
2021-06-06 18:00:00,-0.07388260423822687,46171,-3411.233720283173,52336.200000000004,5.919433333333333
2021-06-06 21:00:00,-0.038661989759768804,32463,-1255.0841735713748,48107.0,6.003966666666667
2021-06-07 00:00:00,0.010833281831757339,26317,285.0994779663579,112412.1,6.098066666666665
2021-06-07 03:00:00,0.01631475427069032,26410,430.8726602889314,33663.2,6.112533333333334
2021-06-07 06:00:00,0.08491772614109877,30963,2629.3075545068414,44475.8,6.0473
2021-06-07 09:00:00,0.10008702318429052,34128,3415.769927233467,44277.6,6.075933333333334
2021-06-07 12:00:00,0.01448583306422113,45762,662.9006926848873,103932.1,6.0950999999999995
2021-06-07 15:00:00,-0.014093520827501694,43239,-609.3897470603457,100569.09999999999,5.970533333333333
2021-06-07 18:00:00,-0.04152315602492705,44580,-1851.1022955912479,153593.5,5.859366666666666
2021-06-07 21:00:00,-0.07090219352735207,40209,-2850.906299541299,418177.19999999995,5.580166666666666
2021-06-08 00:00:00,-0.020850434773221887,32025,-667.7351736124309,638136.2000000001,5.358666666666667
2021-06-08 03:00:00,0.025596089033275267,30269,774.768018948209,291862.8,5.114766666666667
2021-06-08 06:00:00,-0.03352799720309754,31446,-1054.3214000486053,175239.5,5.143533333333333
2021-06-08 09:00:00,-0.06507734587020786,28906,-1881.1257597242284,127888.90000000001,5.174266666666667
2021-06-08 12:00:00,0.04011390983775901,49081,1968.83080874705,402101.1,5.146933333333333
2021-06-08 15:00:00,-0.046574577516606215,49921,-2325.049484206499,397697.5,5.0063
2021-06-08 18:00:00,-0.10506679627574551,40751,-4281.577015032905,301518.4,5.2612
2021-06-08 21:00:00,-0.08133330477302603,29486,-2398.1938245374454,157976.90000000002,5.399266666666667
2021-06-09 00:00:00,-0.01232533882575113,25839,-318.47442991858344,191572.0,5.2379999999999995
2021-06-09 03:00:00,-0.05002388208333163,32932,-1647.3864847682773,107569.49999999999,5.183433333333333
2021-06-09 06:00:00,-0.023902956075993565,41576,-993.7893018155085,190871.1,5.322866666666667
2021-06-09 09:00:00,-0.016489962206382096,33733,-556.2558951078872,74294.2,5.180166666666667
2021-06-09 12:00:00,-0.010043659000703186,48576,-487.88077961815793,164228.8,5.268966666666667
2021-06-09 15:00:00,-0.007179465502560386,55675,-399.71674185504946,292082.2,5.3317
2021-06-09 18:00:00,-0.03139600029591383,46511,-1460.259369763248,125972.29999999999,5.371666666666666
2021-06-09 21:00:00,-0.04251435309680492,38950,-1655.9340531205517,94952.5,5.389033333333333
2021-06-10 00:00:00,-0.038908746980023924,36189,-1408.0686444600858,148787.3,5.4806
2021-06-10 03:00:00,0.047498985515582,30756,1460.87879851724,58065.799999999996,5.444533333333333
2021-06-10 06:00:00,0.07218848676555856,29283,2113.8954579558513,32676.0,5.367966666666667
2021-06-10 09:00:00,0.01955096565450205,34487,674.2541525268122,52095.799999999996,5.3337666666666665
2021-06-10 12:00:00,0.03916546203969296,56851,2226.5956824185846,79285.0,5.336633333333334
2021-06-10 15:00:00,0.03451017460260563,49283,1700.7649349402132,77758.0,5.195033333333334
2021-06-10 18:00:00,-0.044256379495910596,37153,-1644.2572674115663,643845.0,5.106566666666666
2021-06-10 21:00:00,-0.015161853908162435,28072,-425.62356290993586,604882.1,5.0668
2021-06-11 00:00:00,0.01175575245535841,26153,307.4481939649885,123582.9,5.022866666666666
2021-06-11 03:00:00,0.07085553232118683,23863,1690.8255677804812,61536.5,5.052233333333334
2021-06-11 06:00:00,0.0628580302748709,25248,1587.0395483799405,41494.9,5.0368666666666675
2021-06-11 09:00:00,0.050785075211438505,29956,1521.3177130338518,97777.2,5.1194999999999995
2021-06-11 12:00:00,0.009761598822140801,35777,349.24072105973147,59836.4,5.138166666666667
2021-06-11 15:00:00,-0.0037341933476275745,39419,-147.19816757013135,64132.899999999994,5.002566666666667
2021-06-11 18:00:00,-0.034081562882158016,32217,-1098.0057113744847,96133.0,4.920333333333335
2021-06-11 21:00:00,-0.05270043123941758,25991,-1369.7369083437025,146402.2,4.7657
2021-06-12 00:00:00,-0.051589971277156255,21775,-1123.3716245600774,273825.5,4.6443666666666665
2021-06-12 03:00:00,-0.02144482424939872,20118,-431.4269742494035,232040.7,4.4372333333333325
2021-06-12 06:00:00,0.012357039578296248,20322,251.11975831013635,105158.0,4.4813
2021-06-12 09:00:00,0.0012056217937166942,21629,26.076393776298378,160042.5,4.551933333333333
