time,sentiment_score,tweet volume,Weighted Sentiment,Volume EOS,open EOS
2021-06-01 00:00:00,0.03234467843610995,23568,762.2993813822393,1155880.0,6.605666666666667
2021-06-01 03:00:00,0.03915905956052937,19750,773.391426320455,349366.2,6.419999999999999
2021-06-01 06:00:00,0.020239276561083146,23477,475.157495824549,664937.3999999999,6.468666666666667
2021-06-01 09:00:00,0.006470430079751599,24964,161.5278165109189,407458.7,6.215333333333334
2021-06-01 12:00:00,0.0854241677689737,36552,3122.4241802915267,851319.7,6.261
2021-06-01 15:00:00,0.050746999407550106,40993,2080.2717467137013,411733.5,6.191
2021-06-01 18:00:00,0.06559790290045056,33467,2195.3650163693787,252758.40000000002,6.235333333333333
2021-06-01 21:00:00,-0.03984656694525473,23715,-944.9613351067159,248082.90000000002,6.257000000000001
2021-06-02 00:00:00,0.013595492764292076,20898,284.11860778817584,549931.7,6.232333333333333
2021-06-02 03:00:00,0.03903823874147935,19846,774.7528860633993,306859.3,6.258666666666667
2021-06-02 06:00:00,0.015497104041803635,26953,417.6934452387334,235574.4,6.307666666666667
2021-06-02 09:00:00,0.0553036447180218,30576,1690.9642408982345,166304.7,6.353666666666666
2021-06-02 12:00:00,0.09392973416942847,41862,3932.086531800615,485922.6,6.329999999999999
2021-06-02 15:00:00,0.03835321946578979,40080,1537.1970361888548,458604.79999999993,6.448
2021-06-02 18:00:00,-0.02974802744234932,30541,-908.5345061167906,256899.8,6.435666666666666
2021-06-02 21:00:00,-0.05682847943417437,24168,-1373.4306909651261,255387.0,6.375666666666667
2021-06-03 00:00:00,0.03758038118370825,21363,802.8296832275594,261518.10000000003,6.319
2021-06-03 03:00:00,-0.005126917625830216,19439,-99.66215172851356,322731.9,6.354
2021-06-03 06:00:00,-0.017329473584347697,23761,-411.7656218376856,171560.69999999998,6.478666666666666
2021-06-03 09:00:00,-0.04635340142330052,27647,-1281.5324891499895,332214.69999999995,6.574333333333333
2021-06-03 12:00:00,-0.008175939596924503,33475,-273.6895780070477,493781.0,6.484333333333335
2021-06-03 15:00:00,0.0007969095985832,34317,27.347546694579673,267517.7,6.4366666666666665
2021-06-03 18:00:00,-0.03433204605091571,29155,-1000.9508026144474,322225.8,6.417333333333333
2021-06-03 21:00:00,-0.022190629403385745,23302,-517.0860463576946,228071.5,6.474333333333333
2021-06-04 00:00:00,0.015807762208879996,36009,569.2217093795598,775676.6000000001,6.375333333333334
2021-06-04 03:00:00,0.04774875471327038,32337,1544.0514811630242,565558.3999999999,6.169999999999999
2021-06-04 06:00:00,-0.014714982857113257,34061,-501.20703109613464,339148.5,5.9303333333333335
2021-06-04 09:00:00,0.012215307945817587,36893,450.65935604504824,212085.5,5.959333333333333
2021-06-04 12:00:00,0.015806580121741624,48048,759.4745616894415,459205.1,5.962
2021-06-04 15:00:00,0.016662252944197296,45316,755.0666544192446,256679.90000000002,5.983333333333333
2021-06-04 18:00:00,0.005606588165676892,36342,203.75462711702963,148003.8,6.051666666666667
2021-06-04 21:00:00,0.002907889183603872,29779,86.5940319985397,247800.0,6.090333333333334
2021-06-05 00:00:00,0.08052197042115114,26599,2141.803891232199,241732.0,6.113333333333333
2021-06-05 03:00:00,0.09894486661977724,25290,2502.315676814166,96674.7,6.125
2021-06-05 06:00:00,0.017312554790551583,28654,496.07394496846507,94465.79999999999,6.135666666666666
2021-06-05 09:00:00,-0.009153960596281575,32188,-294.6476836731114,544418.9,5.997
2021-06-05 12:00:00,-0.016227839680172038,38570,-625.9077764642354,320278.9,5.800999999999999
2021-06-05 15:00:00,-0.022508809515219826,40174,-904.2689134644413,219579.9,5.821000000000001
2021-06-05 18:00:00,-0.049255565239036195,41443,-2041.298390201377,137371.7,5.822666666666667
2021-06-05 21:00:00,-0.07232575183479648,45985,-3325.8996981231157,480891.1,5.738333333333333
