time,sentiment_score,Tweet Volume,Weighted Sentiment,Volume BTC,open BTC
1/1/2019 0:00,-0.051088482,961,-49.0960312,1738.3307,3686.806667
1/1/2019 3:00,-0.076208882,2360,-179.8529615,1193.423688,3678.946667
1/1/2019 6:00,-0.104298054,2712,-282.8563224,1000.985534,3694.416667
1/1/2019 9:00,-0.072183213,2863,-206.6605388,324.4676051,3704.44
1/1/2019 12:00,-0.097971815,3181,-311.6483435,991.115898,3712.18
1/1/2019 15:00,-0.103123195,3390,-349.5876311,1530.981313,3689.823333
1/1/2019 18:00,-0.101788907,3683,-374.8885445,1479.630496,3684.453333
1/1/2019 21:00,-0.11155192,3262,-363.882363,2553.949754,3722.21
1/2/2019 0:00,-0.079667635,3173,-252.7854059,1165.579368,3807
1/2/2019 3:00,-0.169698832,2598,-440.8775655,546.1084852,3800.79
1/2/2019 6:00,-0.11005235,3473,-382.2118116,872.5286915,3791.006667
1/2/2019 9:00,-0.100786254,4027,-405.8662449,671.1007633,3799.943333
1/2/2019 12:00,-0.089819029,4632,-416.0417423,1164.015159,3821.706667
1/2/2019 15:00,-0.11215449,5089,-570.7541996,2116.063157,3832.07
1/2/2019 18:00,-0.156644181,4563,-714.7673979,1405.966592,3848.723333
1/2/2019 21:00,-0.098675115,4469,-440.9790889,2041.108629,3885.146667
1/3/2019 0:00,-0.115470299,3585,-413.9610219,2190.337608,3873.88
1/3/2019 3:00,-0.103405755,3255,-336.5857325,845.9556912,3867.35
1/3/2019 6:00,-0.048703682,3900,-189.9443598,399.4743695,3847.446667
1/3/2019 9:00,-0.010821655,4544,-49.17360032,510.4904093,3833.703333
1/3/2019 12:00,0.00082628,5430,4.4867004,794.6701432,3843.68
1/3/2019 15:00,-0.025854959,6059,-156.6551966,2526.433137,3815.83
1/3/2019 18:00,-0.125574838,5754,-722.5576179,1175.411042,3779.866667
1/3/2019 21:00,-0.075377171,4614,-347.790267,884.8746882,3796.666667
1/4/2019 0:00,-0.06182907,3683,-227.7164648,1076.075402,3778.48
